Josue,12,24
Josue,13,33
Josue,14,15
Josue,15,63
Josue,16,10
Josue,17,18
Josue,18,28
Josue,19,51
Josue,20,9
Josue,21,45
Josue,22,34
Josue,23,16
Josue,24,33
Juizes,1,36
Juizes,2,23
Juizes,3,31
Juizes,4,24
Juizes,5,31
Juizes,6,40
Juizes,7,25
Juizes,8,35
Juizes,9,57
Juizes,10,18
Juizes,11,40
Juizes,12,15
Juizes,13,25
Juizes,14,20
Juizes,15,20
Juizes,16,31
Juizes,17,13
Juizes,18,31
Juizes,19,30
Juizes,20,48
Juizes,21,25
Rute,1,22
Rute,2,23
Rute,3,18
Rute,4,22
1Samuel,1,28
1Samuel,2,36
1Samuel,3,21
1Samuel,4,22
1Samuel,5,12
1Samuel,6,21
1Samuel,7,17
1Samuel,8,22
1Samuel,9,27
1Samuel,10,27
1Samuel,11,15
1Samuel,12,25
1Samuel,13,23
1Samuel,14,52
1Samuel,15,35
1Samuel,16,23
1Samuel,17,58
1Samuel,18,30
1Samuel,19,24
1Samuel,20,42
1Samuel,21,15
1Samuel,22,23
1Samuel,23,29
1Samuel,24,22
1Samuel,25,44
1Samuel,26,25
1Samuel,27,12
1Samuel,28,25
1Samuel,29,11
1Samuel,30,31
1Samuel,31,13
2Samuel,1,27
2Samuel,2,32
2Samuel,3,39
2Samuel,4,12
2Samuel,5,25
2Samuel,6,23
2Samuel,7,29
2Samuel,8,18
2Samuel,9,13
2Samuel,10,19
2Samuel,11,27
2Samuel,12,31
2Samuel,13,39
2Samuel,14,33
2Samuel,15,37
2Samuel,16,23
2Samuel,17,29
2Samuel,18,33
2Samuel,19,43
2Samuel,20,26
2Samuel,21,22
2Samuel,22,51
2Samuel,23,39
2Samuel,24,25
1Reis,1,53
1Reis,2,46
1Reis,3,28
1Reis,4,34
1Reis,5,18
1Reis,6,38
1Reis,7,51
1Reis,8,66
1Reis,9,28
1Reis,10,29
1Reis,11,43
1Reis,12,33
1Reis,13,34
1Reis,14,31
1Reis,15,34
1Reis,16,34
1Reis,17,24
1Reis,18,46
1Reis,19,21
1Reis,20,43
1Reis,21,29
1Reis,22,53
2Reis,1,18
2Reis,2,25
2Reis,3,27
2Reis,4,44
2Reis,5,27
2Reis,6,33
2Reis,7,20
2Reis,8,29
2Reis,9,37
2Reis,10,36
2Reis,11,21
2Reis,12,21
2Reis,13,25
2Reis,14,29
2Reis,15,38
2Reis,16,20
2Reis,17,41
2Reis,18,37
2Reis,19,37
2Reis,20,21
2Reis,21,26
2Reis,22,20
2Reis,23,37
2Reis,24,20
2Reis,25,30
1Cronicas,1,54
1Cronicas,2,55
1Cronicas,3,24
1Cronicas,4,43
1Cronicas,5,26
1Cronicas,6,81
1Cronicas,7,40
1Cronicas,8,40
1Cronicas,9,44
1Cronicas,10,14
1Cronicas,11,47
1Cronicas,12,40
1Cronicas,13,14
1Cronicas,14,17
1Cronicas,15,29
1Cronicas,16,43
1Cronicas,17,27
1Cronicas,18,17
1Cronicas,19,19
1Cronicas,20,8
1Cronicas,21,30
1Cronicas,22,19
1Cronicas,23,32
1Cronicas,24,31
1Cronicas,25,31
1Cronicas,26,32
1Cronicas,27,34
1Cronicas,28,21
1Cronicas,29,30
2Cronicas,1,17
2Cronicas,2,18
2Cronicas,3,17
2Cronicas,4,22
2Cronicas,5,14
2Cronicas,6,42
2Cronicas,7,22
2Cronicas,8,18
2Cronicas,9,31
2Cronicas,10,19
2Cronicas,11,23
2Cronicas,12,16
2Cronicas,13,22
2Cronicas,14,15
2Cronicas,15,19
2Cronicas,16,14
2Cronicas,17,19
2Cronicas,18,34
2Cronicas,19,11
2Cronicas,20,37
2Cronicas,21,20
2Cronicas,22,12
2Cronicas,23,21
2Cronicas,24,27
2Cronicas,25,28
2Cronicas,26,23
2Cronicas,27,9
2Cronicas,28,27
2Cronicas,29,36
2Cronicas,30,27
2Cronicas,31,21
2Cronicas,32,33
2Cronicas,33,25
2Cronicas,34,33
2Cronicas,35,27
2Cronicas,36,23
Esdras,1,11
Esdras,2,70
Esdras,3,13
Esdras,4,24
Esdras,5,17
Esdras,6,22
Esdras,7,28
Esdras,8,36
Esdras,9,15
Esdras,10,44
Neemias,1,11
Neemias,2,20
Neemias,3,32
Neemias,4,23
Neemias,5,19
Neemias,6,19
Neemias,7,73
Neemias,8,18
Neemias,9,38
Neemias,10,39
Neemias,11,36
Neemias,12,47
Neemias,13,31
Ester,1,22
Ester,2,23
Ester,3,15
Ester,4,17
Ester,5,14
Ester,6,14
Ester,7,10
Ester,8,17
Ester,9,32
Ester,10,3
Jo,1,22
Jo,2,13
Jo,3,26
Jo,4,21
Jo,5,27
Jo,6,30
Jo,7,35
Jo,8,22
Jo,9,35
Jo,10,22
Jo,11,20
Jo,12,25
Jo,13,28
Jo,14,22
Jo,15,35
Jo,16,22
Jo,17,16
Jo,18,21
Jo,19,29
Jo,20,29
Jo,21,34
Jo,22,30
Jo,23,17
Jo,24,25
Jo,25,6
Jo,26,14
Jo,27,23
Jo,28,28
Jo,29,25
Jo,30,31
Jo,31,40
Jo,32,22
Jo,33,33
Jo,34,37
Jo,35,16
Jo,36,33
Jo,37,24
Jo,38,41
Jo,39,30
Jo,40,24
Jo,41,34
Jo,42,17
Salmos,1,6
Salmos,2,12
Salmos,3,8
Salmos,4,8
Salmos,5,12
Salmos,6,10
Salmos,7,17
Salmos,8,9
Salmos,9,20
Salmos,10,18
Salmos,11,7
Salmos,12,8
Salmos,13,6
Salmos,14,7
Salmos,15,5
Salmos,16,11
Salmos,17,15
Salmos,18,50
Salmos,19,14
Salmos,20,9
Salmos,21,13
Salmos,22,31
Salmos,23,6
Salmos,24,10
Salmos,25,22
Salmos,26,12
Salmos,27,14
Salmos,28,9
Salmos,29,11
Salmos,30,12
Salmos,31,24
Salmos,32,11
Salmos,33,22
Salmos,34,22
Salmos,35,28
Salmos,36,12
Salmos,37,40
Salmos,38,22
Salmos,39,13
Salmos,40,17
Salmos,41,13
Salmos,42,11
Salmos,43,5
Salmos,44,26
Salmos,45,17
Salmos,46,11
Salmos,47,9
Salmos,48,14
Salmos,49,20
Salmos,50,23
Salmos,51,19
Salmos,52,9
Salmos,53,6
Salmos,54,7
Salmos,55,23
Salmos,56,13
Salmos,57,11
Salmos,58,11
Salmos,59,17
Salmos,60,12
Salmos,61,8
Salmos,62,12
Salmos,63,11
Salmos,64,10
Salmos,65,13
Salmos,66,20
Salmos,67,7
Salmos,68,35
Salmos,69,36
Salmos,70,5
Salmos,71,24
Salmos,72,20
Salmos,73,28
Salmos,74,23
Salmos,75,10
Salmos,76,12
Salmos,77,20
Salmos,78,72
Salmos,79,13
Salmos,80,19
Salmos,81,16
Salmos,82,8
Salmos,83,18
Salmos,84,12
Salmos,85,13
Salmos,86,17
Salmos,87,7
Salmos,88,18
Salmos,89,52
Salmos,90,17
Salmos,91,16
Salmos,92,15
Salmos,93,5
Salmos,94,23
Salmos,95,11
Salmos,96,13
Salmos,97,12
Salmos,98,9
Salmos,99,9
Salmos,100,5
Salmos,101,8
Salmos,102,28
Salmos,103,22
Salmos,104,35
Salmos,105,45
Salmos,106,48
Salmos,107,43
Salmos,108,13
Salmos,109,31
Salmos,110,7
Salmos,111,10
Salmos,112,10
Salmos,113,9
Salmos,114,8
Salmos,115,18
Salmos,116,19
Salmos,117,2
Salmos,118,29
Salmos,119,176
Salmos,120,7
Salmos,121,8
Salmos,122,9
Salmos,123,4
Salmos,124,8
Salmos,125,5
Salmos,126,6
Salmos,127,5
Salmos,128,6
Salmos,129,8
Salmos,130,8
Salmos,131,3
Salmos,132,18
Salmos,133,3
Salmos,134,3
Salmos,135,21
Salmos,136,26
Salmos,137,9
Salmos,138,8
Salmos,139,24
Salmos,140,13
Salmos,141,10
Salmos,142,7
Salmos,143,12
Salmos,144,15
Salmos,145,21
Salmos,146,10
Salmos,147,20
Salmos,148,14
Salmos,149,9
Salmos,150,6
Proverbios,1,33
Proverbios,2,22
Proverbios,3,35
Proverbios,4,27
Proverbios,5,23
Proverbios,6,35
Proverbios,7,27
Proverbios,8,36
Proverbios,9,18
Proverbios,10,32
Proverbios,11,31
Proverbios,12,28
Proverbios,13,25
Proverbios,14,35
Proverbios,15,33
Proverbios,16,33
Proverbios,17,28
Proverbios,18,24
Proverbios,19,29
Proverbios,20,30
Proverbios,21,31
Proverbios,22,29
Proverbios,23,35
Proverbios,24,34
Proverbios,25,28
Proverbios,26,28
Proverbios,27,27
Proverbios,28,28
Proverbios,29,27
Proverbios,30,33
Proverbios,31,31
Eclesiastes,1,18
Eclesiastes,2,26
Eclesiastes,3,22
Eclesiastes,4,16
Eclesiastes,5,20
Eclesiastes,6,12
Eclesiastes,7,29
Eclesiastes,8,17
Eclesiastes,9,18
Eclesiastes,10,20
Eclesiastes,11,10
Eclesiastes,12,14
Canticos,1,17
Canticos,2,17
Canticos,3,11
Canticos,4,16
Canticos,5,16
Canticos,6,13
Canticos,7,13
Canticos,8,14
Isaias,1,31
Isaias,2,22
Isaias,3,26
Isaias,4,6
Isaias,5,30
Isaias,6,13
Isaias,7,25
Isaias,8,22
Isaias,9,21
Isaias,10,34
Isaias,11,16
Isaias,12,6
Isaias,13,22
Isaias,14,32
Isaias,15,9
Isaias,16,14
Isaias,17,14
Isaias,18,7
Isaias,19,25
Isaias,20,6
Isaias,21,17
Isaias,22,25
Isaias,23,18
Isaias,24,23
Isaias,25,12
Isaias,26,21
Isaias,27,13
Isaias,28,29
Isaias,29,24
Isaias,30,33
Isaias,31,9
Isaias,32,20
Isaias,33,24
Isaias,34,17
Isaias,35,10
Isaias,36,22
Isaias,37,38
Isaias,38,22
Isaias,39,8
Isaias,40,31
Isaias,41,29
Isaias,42,25
Isaias,43,28
Isaias,44,28
Isaias,45,25
Isaias,46,13
Isaias,47,15
Isaias,48,22
Isaias,49,26
Isaias,50,11
Isaias,51,23
Isaias,52,15
Isaias,53,12
Isaias,54,17
Isaias,55,13
Isaias,56,12
Isaias,57,21
Isaias,58,14
Isaias,59,21
Isaias,60,22
Isaias,61,11
Isaias,62,12
Isaias,63,19
Isaias,64,12
Isaias,65,25
Isaias,66,24
Jeremias,1,19
Jeremias,2,37
Jeremias,3,25
Jeremias,4,31
Jeremias,5,31
Jeremias,6,30
Jeremias,7,34
Jeremias,8,22
Jeremias,9,26
Jeremias,10,25
Jeremias,11,23
Jeremias,12,17
Jeremias,13,27
Jeremias,14,22
Jeremias,15,21
Jeremias,16,21
Jeremias,17,27
Jeremias,18,23
Jeremias,19,15
Jeremias,20,18
Jeremias,21,14
Jeremias,22,30
Jeremias,23,40
Jeremias,24,10
Jeremias,25,38
Jeremias,26,24
Jeremias,27,22
Jeremias,28,17
Jeremias,29,32
Jeremias,30,24
Jeremias,31,40
Jeremias,32,44
Jeremias,33,26
Jeremias,34,22
Jeremias,35,19
Jeremias,36,32
Jeremias,37,21
Jeremias,38,28
Jeremias,39,18
Jeremias,40,16
Jeremias,41,18
Jeremias,42,22
Jeremias,43,13
Jeremias,44,30
Jeremias,45,5
Jeremias,46,28
Jeremias,47,7
Jeremias,48,47
Jeremias,49,39
Jeremias,50,46
Jeremias,51,64
Jeremias,52,34
Lamentacoes,1,22
Lamentacoes,2,22
Lamentacoes,3,66
Lamentacoes,4,22
Lamentacoes,5,22
Ezequiel,1,28
Ezequiel,2,10
Ezequiel,3,27
Ezequiel,4,17
Ezequiel,5,17
Ezequiel,6,14
Ezequiel,7,27
Ezequiel,8,18
Ezequiel,9,11
Ezequiel,10,22
Ezequiel,11,25
Ezequiel,12,28
Ezequiel,13,23
Ezequiel,14,23
Ezequiel,15,8
Ezequiel,16,63
Ezequiel,17,24
Ezequiel,18,32
Ezequiel,19,14
Ezequiel,20,49
Ezequiel,21,32
Ezequiel,22,31
Ezequiel,23,49
Ezequiel,24,27
Ezequiel,25,17
Ezequiel,26,21
Ezequiel,27,36
Ezequiel,28,26
Ezequiel,29,21
Ezequiel,30,26
Ezequiel,31,18
Ezequiel,32,32
Ezequiel,33,33
Ezequiel,34,31
Ezequiel,35,15
Ezequiel,36,38
Ezequiel,37,28
Ezequiel,38,23
Ezequiel,39,29
Ezequiel,40,49
Ezequiel,41,26
Ezequiel,42,20
Ezequiel,43,27
Ezequiel,44,31
Ezequiel,45,25
Ezequiel,46,24
Ezequiel,47,23
Ezequiel,48,35
Daniel,1,21
Daniel,2,49
Daniel,3,30
Daniel,4,37
Daniel,5,31
Daniel,6,28
Daniel,7,28
Daniel,8,27
Daniel,9,27
Daniel,10,21
Daniel,11,45
Daniel,12,13
Oseias,1,11
Oseias,2,23
Oseias,3,5
Oseias,4,19
Oseias,5,15
Oseias,6,11
Oseias,7,16
Oseias,8,14
Oseias,9,17
Oseias,10,15
Oseias,11,12
Oseias,12,14
Oseias,13,16
Oseias,14,9
Joel,1,20
Joel,2,32
Joel,3,21
Amos,1,15
Amos,2,16
Amos,3,15
Amos,4,13
Amos,5,27
Amos,6,14
Amos,7,17
Amos,8,14
Amos,9,15
Obadias,1,21
Jonas,1,17
Jonas,2,10
Jonas,3,10
Jonas,4,11
Miqueias,1,16
Miqueias,2,13
Miqueias,3,12
Miqueias,4,13
Miqueias,5,15
Miqueias,6,16
Miqueias,7,20
Naum,1,15
Naum,2,13
Naum,3,19
Habacuque,1,17
Habacuque,2,20
Habacuque,3,19
Sofonias,1,18
Sofonias,2,15
Sofonias,3,20
Ageu,1,15
Ageu,2,23
Zacarias,1,21
Zacarias,2,13
Zacarias,3,10
Zacarias,4,14
Zacarias,5,11
Zacarias,6,15
Zacarias,7,14
Zacarias,8,23
Zacarias,9,17
Zacarias,10,12
Zacarias,11,17
Zacarias,12,14
Zacarias,13,9
Zacarias,14,21
Malaquias,1,14
Malaquias,2,17
Malaquias,3,18
Malaquias,4,6
Mateus,1,25
Mateus,2,23
Mateus,3,17
Mateus,4,25
Mateus,5,48
Mateus,6,34
Mateus,7,29
Mateus,8,34
Mateus,9,38
Mateus,10,42
Mateus,11,30
Mateus,12,50
Mateus,13,58
Mateus,14,36
Mateus,15,39
Mateus,16,28
Mateus,17,27
Mateus,18,35
Mateus,19,30
Mateus,20,34
Mateus,21,46
Mateus,22,46
Mateus,23,39
Mateus,24,51
Mateus,25,46
Mateus,26,75
Mateus,27,66
Mateus,28,20
Marcos,1,45
Marcos,2,28
Marcos,3,35
Marcos,4,41
Marcos,5,43
Marcos,6,56
Marcos,7,37
Marcos,8,38
Marcos,9,50
Marcos,10,52
Marcos,11,33
Marcos,12,44
Marcos,13,37
Marcos,14,72
Marcos,15,47
Marcos,16,20
Lucas,1,80
Lucas,2,52
Lucas,3,38
Lucas,4,44
Lucas,5,39
Lucas,6,49
Lucas,7,50
Lucas,8,56
Lucas,9,62
Lucas,10,42
Lucas,11,54
Lucas,12,59
Lucas,13,35
Lucas,14,35
Lucas,15,32
Lucas,16,31
Lucas,17,37
Lucas,18,43
Lucas,19,48
Lucas,20,47
Lucas,21,38
Lucas,22,71
Lucas,23,56
Lucas,24,53
Joao,1,51
Joao,2,25
Joao,3,36
Joao,4,54
Joao,5,47
Joao,6,71
Joao,7,53
Joao,8,59
Joao,9,41
Joao,10,42
Joao,11,57
Joao,12,50
Joao,13,38
Joao,14,31
Joao,15,27
Joao,16,33
Joao,17,26
Joao,18,40
Joao,19,42
Joao,20,31
Joao,21,25
Atos,1,26
Atos,2,47
Atos,3,26
Atos,4,37
Atos,5,42
Atos,6,15
Atos,7,60
Atos,8,40
Atos,9,43
Atos,10,48
Atos,11,30
Atos,12,25
Atos,13,52
Atos,14,28
Atos,15,41
Atos,16,40
Atos,17,34
Atos,18,28
Atos,19,41
Atos,20,38
Atos,21,40
Atos,22,30
Atos,23,35
Atos,24,27
Atos,25,27
Atos,26,32
Atos,27,44
Atos,28,31
Romanos,1,32
Romanos,2,29
Romanos,3,31
Romanos,4,25
Romanos,5,21
Romanos,6,23
Romanos,7,25
Romanos,8,39
Romanos,9,33
Romanos,10,21
Romanos,11,36
Romanos,12,21
Romanos,13,14
Romanos,14,23
Romanos,15,33
Romanos,16,27
1Corintios,1,31
1Corintios,2,16
1Corintios,3,23
1Corintios,4,21
1Corintios,5,13
1Corintios,6,20
1Corintios,7,40
1Corintios,8,13
1Corintios,9,27
1Corintios,10,33
1Corintios,11,34
1Corintios,12,31
1Corintios,13,13
1Corintios,14,40
1Corintios,15,58
1Corintios,16,24
2Corintios,1,24
2Corintios,2,17
2Corintios,3,18
2Corintios,4,18
2Corintios,5,21
2Corintios,6,18
2Corintios,7,16
2Corintios,8,24
2Corintios,9,15
2Corintios,10,18
2Corintios,11,33
2Corintios,12,21
2Corintios,13,14
Galatas,1,24
Galatas,2,21
Galatas,3,29
Galatas,4,31
Galatas,5,26
Galatas,6,18
Efesios,1,23
Efesios,2,22
Efesios,3,21
Efesios,4,32
Efesios,5,33
Efesios,6,24
Filipenses,1,30
Filipenses,2,30
Filipenses,3,21
Filipenses,4,23
Colossenses,1,29
Colossenses,2,23
Colossenses,3,25
Colossenses,4,18
1Tessalonicenses,1,10
1Tessalonicenses,2,20
1Tessalonicenses,3,13
1Tessalonicenses,4,18
1Tessalonicenses,5,28
2Tessalonicenses,1,12
2Tessalonicenses,2,17
2Tessalonicenses,3,18
1Timoteo,1,20
1Timoteo,2,15
1Timoteo,3,16
1Timoteo,4,16
1Timoteo,5,25
1Timoteo,6,21
2Timoteo,1,18
2Timoteo,2,26
2Timoteo,3,17
2Timoteo,4,22
Tito,1,16
Tito,2,15
Tito,3,15
Filemom,1,25
Hebreus,1,14
Hebreus,2,18
Hebreus,3,19
Hebreus,4,16
Hebreus,5,14
Hebreus,6,20
Hebreus,7,28
Hebreus,8,13
Hebreus,9,28
Hebreus,10,39
Hebreus,11,40
Hebreus,12,29
Hebreus,13,25
Tiago,1,27
Tiago,2,26
Tiago,3,18
Tiago,4,17
Tiago,5,20
1Pedro,1,25
1Pedro,2,25
1Pedro,3,22
1Pedro,4,19
1Pedro,5,14
2Pedro,1,21
2Pedro,2,22
2Pedro,3,18
1Joao,1,10
1Joao,2,29
1Joao,3,24
1Joao,4,21
1Joao,5,21
2Joao,1,13
3Joao,1,14
Judas,1,25
Apocalipse,1,20
Apocalipse,2,29
Apocalipse,3,22
Apocalipse,4,11
Apocalipse,5,14
Apocalipse,6,17
Apocalipse,7,17
Apocalipse,8,13
Apocalipse,9,21
Apocalipse,10,11
Apocalipse,11,19
Apocalipse,12,17
Apocalipse,13,18
Apocalipse,14,20
Apocalipse,15,8
Apocalipse,16,21
Apocalipse,17,18
Apocalipse,18,24
Apocalipse,19,21
Apocalipse,20,15
Apocalipse,21,27
Apocalipse,22,21
